Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Jabour;2;1;0;71;610.0;590.0;0.0
Apartamento;Tijuca;1;0;0;80;1900.0;550.0;51.0
Apartamento;Pechincha;2;1;1;65;1500.0;440.0;35.0
Apartamento;Taquara;2;1;0;50;850.0;260.0;0.0
Apartamento;Tijuca;2;1;1;78;2400.0;900.0;132.0
Apartamento;Madureira;1;0;0;55;700.0;200.0;0.0
Apartamento;Copacabana;4;2;3;350;10000.0;1800.0;0.0
Apartamento;Ipanema;3;1;1;130;5300.0;1250.0;400.0
Quitinete;Catete;1;0;0;20;1190.0;450.0;22.0
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;960.0;0.0
Apartamento;Anil;2;1;0;50;1300.0;540.0;125.0
Apartamento;Tijuca;3;1;0;90;2350.0;747.0;0.0
Apartamento;Leblon;3;1;1;100;6400.0;2100.0;450.0
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450.0;2700.0
Apartamento;São Conrado;2;2;2;80;2800.0;873.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;2;70;2600.0;1026.0;301.0
Casa;Bangu;2;1;0;80;1100.0;0.0;12.0
Apartamento;Recreio dos Bandeirantes;2;2;1;118;1600.0;1005.0;254.0
Apartamento;Copacabana;1;0;0;35;1500.0;700.0;0.0
Apartamento;Copacabana;1;0;0;55;1100.0;560.0;57.0
Apartamento;Laranjeiras;1;0;0;27;1100.0;680.0;29.0
Apartamento;Barra da Tijuca;5;4;5;384;11000.0;5268.0;1124.0
Apartamento;Ipanema;3;2;1;150;7000.0;2200.0;387.0
Apartamento;Ipanema;3;2;1;160;6900.0;2511.0;0.0
Apartamento;Vila Isabel;2;1;0;62;1100.0;617.0;21.0
Quitinete;Copacabana;1;0;0;40;1500.0;454.0;74.0
Apartamento;Ipanema;3;2;1;160;11000.0;3000.0;0.0
Apartamento;Copacabana;2;0;2;88;3500.0;820.0;175.0
Apartamento;Maracanã;3;2;1;98;2100.0;910.0;180.0
Apartamento;Barra da Tijuca;4;3;4;251;15000.0;3000.0;523.0
Apartamento;Taquara;2;1;0;60;750.0;290.0;15.0
Apartamento;Botafogo;2;1;1;64;3350.0;920.0;150.0
Quitinete;Botafogo;1;0;0;20;980.0;500.0;29.0
Apartamento;Copacabana;3;1;1;182;8500.0;1296.0;340.0
Apartamento;Copacabana;2;0;0;63;2200.0;452.0;128.0
Casa de Condomínio;Vargem Pequena;3;2;3;175;2500.0;150.0;0.0
Apartamento;Jacarepaguá;2;1;1;80;1150.0;872.0;40.0
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;780.0;14.0
Apartamento;Ipanema;3;3;2;270;18000.0;3000.0;1120.0
Quitinete;Centro;1;0;0;36;900.0;325.0;0.0
Apartamento;Ipanema;3;1;0;90;3500.0;850.0;150.0
Apartamento;Ipanema;2;1;1;66;3900.0;764.0;84.0
Apartamento;Glória;1;0;0;50;950.0;570.0;67.0
Quitinete;Copacabana;1;0;1;32;2000.0;406.0;56.0
Apartamento;Barra da Tijuca;4;3;2;290;9000.0;3700.0;600.0
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;8632.0
Apartamento;Ipanema;3;1;0;100;3200.0;1350.0;235.0
Apartamento;Copacabana;2;1;0;70;3500.0;1800.0;170.0
Apartamento;Botafogo;1;0;0;56;1900.0;680.0;0.0
Apartamento;Ipanema;2;1;1;100;13000.0;3685.0;442.0
Apartamento;Centro;1;1;0;42;1500.0;490.0;22.0
Casa de Condomínio;Leblon;5;0;5;900;30000.0;1500.0;0.0
Apartamento;São Francisco Xavier;2;1;0;48;950.0;491.0;36.0
Casa;Vargem Grande;4;2;2;270;4000.0;350.0;0.0
Apartamento;Lagoa;3;2;0;110;4000.0;1630.0;382.0
Apartamento;Maracanã;2;1;1;85;1900.0;930.0;107.0
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0
Apartamento;Praça Seca;1;1;0;45;650.0;370.0;140.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1650.0;720.0;85.0
Apartamento;Camorim;3;1;1;70;1500.0;677.0;40.0
Apartamento;Irajá;3;1;0;60;1250.0;490.0;0.0
Apartamento;Cachambi;2;0;0;59;1100.0;650.0;50.0
Apartamento;Botafogo;3;1;3;108;6000.0;1670.0;290.0
Apartamento;Barra da Tijuca;3;2;1;109;3100.0;1904.0;205.0
Apartamento;São Cristóvão;2;0;0;70;1200.0;400.0;20.0
Apartamento;Barra da Tijuca;1;1;0;61;1500.0;909.0;0.0
Apartamento;Barra da Tijuca;2;1;0;52;1100.0;620.0;0.0
Apartamento;Higienópolis;1;0;1;37;900.0;308.0;0.0
Apartamento;Tijuca;2;1;0;90;2000.0;700.0;75.0
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1498.0;339.0
Apartamento;Ramos;2;1;0;65;700.0;400.0;0.0
Apartamento;Humaitá;2;1;1;74;3000.0;1289.0;11.0
Apartamento;São Cristóvão;2;0;0;46;1100.0;395.0;15.0
Apartamento;Barra da Tijuca;2;1;1;73;2000.0;1033.0;100.0
Apartamento;Centro;1;0;0;34;1000.0;450.0;21.0
Apartamento;Recreio dos Bandeirantes;3;2;1;99;1900.0;1110.0;0.0
Apartamento;Campo Grande;2;0;0;60;450.0;170.0;0.0
Apartamento;Recreio dos Bandeirantes;3;1;1;83;2300.0;1200.0;195.0
Apartamento;Leblon;2;2;1;160;8000.0;2550.0;571.0
Apartamento;Tijuca;3;0;1;100;1800.0;850.0;130.0
Apartamento;Botafogo;2;1;1;104;5800.0;1350.0;267.0
Apartamento;Laranjeiras;3;2;1;120;3500.0;980.0;0.0
Apartamento;Tijuca;3;1;1;96;1950.0;500.0;93.0
Casa de Condomínio;Barra da Tijuca;3;0;3;680;15000.0;1150.0;800.0
Casa;Alto da Boa Vista;9;8;4;870;15000.0;770.0;480.0
Apartamento;Barra da Tijuca;2;1;1;70;1400.0;726.0;14.0
Apartamento;Curicica;3;1;0;60;1300.0;670.0;78.0
Casa;Urca;4;0;4;491;19900.0;0.0;6000.0
Apartamento;Pechincha;3;1;1;76;1450.0;652.0;742.0
Apartamento;Engenho de Dentro;2;1;1;80;1350.0;235.0;135.0
Apartamento;São Conrado;4;2;2;166;5800.0;1699.0;388.0
Apartamento;Tijuca;1;0;0;35;800.0;420.0;0.0
Apartamento;Barra da Tijuca;1;1;1;66;2500.0;1396.0;141.0
Apartamento;Copacabana;2;1;1;180;6800.0;1600.0;305.0
Casa;Freguesia (Jacarepaguá);4;3;3;190;2900.0;805.0;157.0
Apartamento;Leblon;4;1;1;160;14000.0;2500.0;530.0
Apartamento;Tijuca;3;0;0;105;2200.0;512.0;128.0
Apartamento;Barra da Tijuca;3;1;2;250;6500.0;1295.0;0.0
Apartamento;Copacabana;3;1;0;131;5000.0;1886.0;777.0
Apartamento;Pechincha;2;1;0;71;1400.0;688.0;0.0
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2700.0;900.0;0.0
Apartamento;Flamengo;4;1;2;202;5300.0;1746.0;383.0
Apartamento;Bonsucesso;3;0;0;66;1000.0;150.0;0.0
Apartamento;Barra da Tijuca;4;2;2;160;4000.0;1790.0;690.0
Apartamento;Laranjeiras;3;1;0;130;2650.0;1010.0;214.0
Apartamento;Engenho de Dentro;2;0;0;65;950.0;480.0;0.0
Apartamento;Leme;1;0;0;32;1600.0;560.0;100.0
Casa de Condomínio;Barra da Tijuca;6;5;0;906;22000.0;2900.0;2519.0
Apartamento;Copacabana;3;1;1;100;9000.0;900.0;220.0
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;708.0;1352.0
Quitinete;Flamengo;1;0;0;35;2300.0;380.0;0.0
Apartamento;Barra da Tijuca;5;3;5;340;13000.0;3200.0;0.0
Apartamento;Irajá;2;1;1;50;1000.0;442.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;3;300;3700.0;880.0;512.0
Apartamento;Gávea;3;1;1;85;3700.0;864.0;182.0
Apartamento;Jacarepaguá;2;1;1;75;1300.0;524.0;126.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1050.0;590.0;37.0
Apartamento;Vaz Lobo;2;1;0;50;750.0;460.0;0.0
Apartamento;Leblon;3;2;1;150;7000.0;1900.0;400.0
Apartamento;Centro;1;0;0;45;1100.0;400.0;0.0
Quitinete;Laranjeiras;1;0;0;24;1000.0;456.0;29.0
Apartamento;Cidade Nova;2;0;0;55;1200.0;400.0;13.0
Quitinete;Centro;0;0;0;32;400.0;1000.0;146.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;0.0
Apartamento;Copacabana;2;0;1;80;2400.0;700.0;154.0
Apartamento;Botafogo;1;0;0;30;1300.0;559.0;0.0
Apartamento;Copacabana;2;1;0;48;1800.0;604.0;76.0
Apartamento;Curicica;2;1;0;55;800.0;350.0;16.0
Apartamento;Barra da Tijuca;2;2;1;74;2200.0;1049.0;221.0
Casa de Condomínio;Vargem Grande;5;6;5;304;8000.0;1680.0;2105.0
Apartamento;Botafogo;2;1;0;61;3000.0;610.0;103.0
Casa de Condomínio;Barra da Tijuca;6;6;6;900;12000.0;2000.0;18000.0
Casa de Vila;Jardim Botânico;1;0;0;35;2500.0;370.0;27.0
Casa;Bento Ribeiro;2;1;0;50;1300.0;0.0;1.0
Apartamento;Ipanema;4;6;4;700;65000.0;8860.0;599.0
Apartamento;Copacabana;2;1;1;100;3500.0;750.0;150.0
Apartamento;Recreio dos Bandeirantes;3;4;3;170;3000.0;1180.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;151;2000.0;1126.0;0.0
Apartamento;Recreio dos Bandeirantes;4;3;4;340;4000.0;1100.0;400.0
Apartamento;Ipanema;3;0;1;138;7500.0;1920.0;3137.0
Apartamento;Copacabana;2;0;0;85;3000.0;988.0;106.0
Quitinete;Centro;1;0;0;30;800.0;390.0;0.0
Apartamento;Copacabana;3;0;0;130;5500.0;750.0;150.0
Apartamento;Barra da Tijuca;3;2;1;196;12000.0;1700.0;2285.0
Apartamento;Vila Isabel;1;1;0;54;1700.0;600.0;70.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1700.0;780.0;0.0
Apartamento;Lagoa;4;4;4;400;20500.0;4150.0;0.0
Apartamento;Flamengo;1;0;0;30;1500.0;386.0;29.0
Apartamento;Laranjeiras;2;0;0;59;2500.0;728.0;95.0
Apartamento;Copacabana;1;0;0;38;1300.0;612.0;24.0
Casa de Vila;Méier;4;0;1;85;1600.0;0.0;0.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;67;2000.0;518.0;643.0
Apartamento;Jacarepaguá;2;1;0;71;1700.0;600.0;0.0
Apartamento;Laranjeiras;2;0;0;87;2900.0;750.0;130.0
Apartamento;Cidade Nova;1;0;0;37;800.0;214.0;14.0
Quitinete;Estácio;1;0;0;21;550.0;200.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;2;2;166;2000.0;1618.0;222.0
Apartamento;Flamengo;2;0;0;42;1700.0;535.0;24.0
Apartamento;Lins de Vasconcelos;2;0;0;80;900.0;539.0;13.0
Apartamento;Leblon;2;1;0;74;3500.0;1600.0;180.0
Apartamento;Copacabana;3;1;0;140;3700.0;1424.0;329.0
Apartamento;Copacabana;3;1;1;280;5500.0;1369.0;248.0
Apartamento;Ipanema;4;3;4;400;25000.0;4000.0;1000.0
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1130.0;75.0
Apartamento;Tijuca;2;0;0;73;1400.0;491.0;0.0
Casa;Jardim América;3;0;0;180;900.0;0.0;0.0
Apartamento;Barra da Tijuca;3;2;3;105;3100.0;1500.0;270.0
Apartamento;Cordovil;2;0;0;65;1100.0;50.0;0.0
Apartamento;Barra da Tijuca;4;3;2;230;6200.0;2750.0;690.0
Apartamento;Catete;2;0;0;83;2300.0;680.0;148.0
Apartamento;Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0
Apartamento;Humaitá;2;0;0;72;2000.0;620.0;137.0
Apartamento;Ipanema;3;2;2;164;28000.0;2800.0;480.0
Apartamento;Barra da Tijuca;2;1;1;101;2500.0;2300.0;0.0
Apartamento;Tijuca;2;0;0;79;1800.0;380.0;0.0
Apartamento;Ipanema;3;1;1;95;4500.0;1180.0;264.0
Apartamento;Ipanema;3;1;1;150;8000.0;2050.0;438.0
Apartamento;Barra da Tijuca;2;1;1;96;2000.0;1460.0;278.0
Apartamento;Copacabana;3;1;1;143;3890.0;1971.0;258.0
Apartamento;Pechincha;3;1;1;90;1000.0;800.0;120.0
Apartamento;Botafogo;3;0;0;83;2800.0;294.0;110.0
Apartamento;Barra da Tijuca;2;1;0;62;1500.0;700.0;100.0
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0
Apartamento;Praça Seca;2;0;0;48;950.0;160.0;12.0
Casa;Ramos;3;0;0;11;1200.0;0.0;0.0
Apartamento;Barra da Tijuca;3;2;1;167;4500.0;2180.0;165.0
Apartamento;Leblon;4;2;2;180;11000.0;2900.0;739.0
Apartamento;Copacabana;2;0;0;57;2200.0;760.0;77.0
Apartamento;Ipanema;3;2;0;95;5000.0;1200.0;202.0
Apartamento;Copacabana;1;0;0;40;2050.0;585.0;0.0
Apartamento;Barra da Tijuca;1;1;0;70;3000.0;1650.0;0.0
Apartamento;Tijuca;2;1;0;71;1750.0;540.0;83.0
Apartamento;Ipanema;2;0;1;90;3600.0;650.0;150.0
Apartamento;Lapa;1;0;0;32;1100.0;380.0;0.0
Apartamento;Flamengo;1;0;0;50;1900.0;600.0;25.0
Apartamento;Copacabana;1;0;0;27;1600.0;295.0;30.0
Apartamento;Vila Isabel;3;1;1;89;2100.0;750.0;0.0
Apartamento;Copacabana;4;1;2;241;6300.0;2540.0;612.0
Apartamento;Recreio dos Bandeirantes;4;4;1;145;2000.0;1350.0;390.0
Apartamento;Copacabana;3;0;0;119;2500.0;1140.0;0.0
Apartamento;Campo Grande;2;1;0;52;850.0;280.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;71;1600.0;500.0;0.0
Apartamento;Tijuca;3;1;1;80;1750.0;850.0;125.0
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2200.0;455.0
Apartamento;Irajá;2;1;1;80;1450.0;200.0;0.0
Apartamento;Ipanema;3;1;1;130;4500.0;1230.0;335.0
Apartamento;Barra da Tijuca;4;3;4;340;11000.0;4408.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1500.0;1247.0;190.0
Apartamento;Barra da Tijuca;3;1;1;110;3500.0;1300.0;0.0
Quitinete;Centro;1;0;0;31;1000.0;465.0;106.0
Casa de Condomínio;Barra da Tijuca;7;8;7;913;30000.0;2882.0;0.0
Apartamento;Barra da Tijuca;5;4;5;368;13000.0;3500.0;10000.0
Apartamento;Leblon;3;1;1;120;6000.0;1700.0;360.0
Apartamento;Gávea;2;0;0;63;2100.0;921.0;101.0
Apartamento;Tijuca;3;1;1;85;2300.0;569.0;0.0
Apartamento;Jacarepaguá;4;2;3;245;2700.0;1380.0;145.0
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0
Apartamento;Flamengo;2;0;0;65;2500.0;420.0;800.0
Apartamento;Barra da Tijuca;4;5;4;630;12000.0;6271.0;1643.0
Apartamento;Leblon;1;1;1;105;5500.0;2800.0;450.0
Apartamento;Copacabana;2;0;0;65;2600.0;770.0;91.0
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;1130.0;0.0
Apartamento;Copacabana;1;0;0;63;1800.0;757.0;88.0
Apartamento;Freguesia (Jacarepaguá);3;2;2;134;2500.0;1200.0;0.0
Apartamento;Leblon;3;1;1;110;5900.0;1200.0;480.0
Apartamento;Recreio dos Bandeirantes;3;2;0;85;1800.0;924.0;155.0
Apartamento;Copacabana;3;1;0;100;2700.0;1079.0;129.0
Apartamento;Glória;2;0;0;110;1500.0;1400.0;200.0
Apartamento;Leme;3;1;1;220;9200.0;1700.0;1850.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;79;1600.0;750.0;113.0
Apartamento;Copacabana;1;0;0;28;1400.0;420.0;55.0
Apartamento;Barra da Tijuca;1;1;1;50;3500.0;1000.0;200.0
Apartamento;Leblon;4;3;1;168;12900.0;2250.0;0.0
Apartamento;Copacabana;3;0;0;110;2700.0;1000.0;25.0
Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;631.0;0.0
Apartamento;Botafogo;3;1;1;101;5600.0;1290.0;342.0
Apartamento;Caju;1;0;1;45;850.0;230.0;0.0
Apartamento;Lins de Vasconcelos;2;2;1;145;2500.0;581.0;28.0
Apartamento;Todos os Santos;2;1;0;70;1300.0;511.0;0.0
Apartamento;Tijuca;3;0;0;85;1600.0;515.0;0.0
Casa de Condomínio;Pedra de Guaratiba;2;1;0;60;900.0;300.0;0.0
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;400.0
Apartamento;Copacabana;2;1;1;89;10000.0;3200.0;0.0
Apartamento;Irajá;2;1;0;50;900.0;460.0;0.0
Apartamento;Barra da Tijuca;3;3;1;127;6000.0;2100.0;6482.0
Quitinete;Flamengo;1;0;0;51;1800.0;680.0;0.0
Apartamento;Lagoa;3;3;0;280;9000.0;1700.0;0.0
Apartamento;Recreio dos Bandeirantes;3;3;3;189;2500.0;922.0;420.0
Apartamento;Copacabana;3;0;0;130;3000.0;1200.0;232.0
Apartamento;Copacabana;2;0;0;80;2200.0;938.0;98.0
Apartamento;Copacabana;3;1;0;110;2900.0;1365.0;160.0
Apartamento;Ipanema;3;1;1;180;6500.0;1520.0;430.0
Apartamento;Méier;3;1;0;65;1200.0;320.0;16.0
Apartamento;Santa Teresa;3;0;0;83;1700.0;604.0;0.0
Casa de Condomínio;Barra da Tijuca;5;6;4;1000;32000.0;3000.0;1700.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;1;1;163;2000.0;92.0;46.0
Casa de Condomínio;Itanhangá;3;3;1;350;12000.0;1485.0;250.0
Apartamento;Flamengo;3;2;1;180;10500.0;1500.0;400.0
Apartamento;Leblon;2;0;1;60;3200.0;788.0;140.0
Apartamento;Copacabana;4;1;4;250;9000.0;2500.0;6000.0
Apartamento;Ipanema;5;1;2;242;15000.0;2400.0;1280.0
Casa;Anil;3;0;1;210;2750.0;0.0;0.0
Apartamento;Recreio dos Bandeirantes;4;2;1;200;3300.0;900.0;350.0
Apartamento;Ipanema;1;0;0;40;2500.0;651.0;54.0
Apartamento;Botafogo;2;1;1;105;5800.0;1353.0;281.0
Quitinete;Copacabana;1;0;0;10;800.0;0.0;60.0
Quitinete;Rio Comprido;0;0;0;34;790.0;240.0;0.0
Quitinete;Copacabana;1;0;1;29;1500.0;542.0;24.0
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;0.0
Casa;Campo Grande;2;1;0;70;1350.0;0.0;0.0
Apartamento;Urca;3;2;1;168;6000.0;2172.0;459.0
Casa de Condomínio;Barra da Tijuca;7;5;6;850;20000.0;2340.0;15000.0
Casa de Condomínio;Barra da Tijuca;5;0;2;600;10000.0;800.0;1000.0
Apartamento;Maracanã;3;0;1;114;1900.0;570.0;87.0
Apartamento;Méier;3;1;0;85;1300.0;770.0;72.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1700.0;720.0;90.0
Apartamento;Padre Miguel;2;1;0;50;800.0;273.0;0.0
Quitinete;Copacabana;1;0;0;34;1400.0;504.0;0.0
Apartamento;Glória;1;0;1;45;1200.0;515.0;0.0
Apartamento;Botafogo;2;1;1;84;4650.0;1140.0;223.0
Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0
Apartamento;Barra da Tijuca;3;0;2;180;8000.0;1700.0;0.0
Apartamento;Urca;3;2;1;170;6000.0;2172.0;458.0
Casa de Condomínio;Barra da Tijuca;5;4;5;805;20000.0;1700.0;14000.0
Apartamento;Copacabana;2;0;0;70;2100.0;912.0;156.0
Apartamento;Leblon;3;2;1;140;10000.0;1750.0;560.0
Casa de Condomínio;Recreio dos Bandeirantes;3;3;1;370;7000.0;1000.0;0.0
Apartamento;Recreio dos Bandeirantes;4;4;2;170;2600.0;1180.0;260.0
Apartamento;Barra da Tijuca;2;1;1;95;2400.0;1200.0;0.0
Apartamento;Barra da Tijuca;2;1;1;62;1900.0;1224.0;0.0
Apartamento;Tijuca;3;1;0;85;2200.0;850.0;92.0
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1900.0;230.0
Apartamento;Tomás Coelho;2;0;0;70;760.0;150.0;0.0
Apartamento;Rio Comprido;2;1;0;60;1300.0;700.0;15.0
Apartamento;Praça Seca;2;0;1;62;1100.0;440.0;0.0
Apartamento;Botafogo;2;1;0;70;2400.0;812.0;157.0
Apartamento;Barra da Tijuca;2;2;1;82;3000.0;1600.0;230.0
Apartamento;Glória;1;0;1;40;1150.0;520.0;0.0
Apartamento;Barra da Tijuca;2;1;0;52;2200.0;488.0;0.0
Apartamento;Leblon;4;3;3;324;14000.0;4500.0;782.0
Apartamento;Ipanema;2;2;2;220;16000.0;1800.0;1300.0
Apartamento;Barra da Tijuca;2;3;1;100;6000.0;3200.0;450.0
Apartamento;Recreio dos Bandeirantes;2;1;1;71;1600.0;570.0;100.0
Apartamento;Ipanema;3;1;1;140;8000.0;2636.0;139.0
Apartamento;Barra da Tijuca;3;1;1;220;6000.0;2000.0;900.0
Apartamento;Catete;1;0;0;65;1800.0;423.0;0.0
Apartamento;Barra da Tijuca;4;3;4;292;10000.0;3800.0;8000.0
Apartamento;Ipanema;2;1;1;100;7880.0;4699.0;0.0
Apartamento;Flamengo;3;1;2;160;3800.0;880.0;129.0
Apartamento;Barra da Tijuca;4;3;4;267;8500.0;2423.0;570.0
Apartamento;Vila Isabel;3;2;1;100;1400.0;750.0;102.0
Apartamento;Gávea;2;1;1;75;2500.0;1237.0;1888.0
Casa de Condomínio;Recreio dos Bandeirantes;5;4;4;280;7500.0;1500.0;400.0
Apartamento;Botafogo;1;0;0;45;2000.0;480.0;20.0
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1200.0;2500.0
Apartamento;Botafogo;3;1;1;110;5500.0;1250.0;200.0
Apartamento;Ipanema;2;1;0;65;3400.0;950.0;90.0
Casa;Barra da Tijuca;4;4;4;450;9000.0;1123.0;0.0
Apartamento;Praça Seca;2;1;0;50;750.0;260.0;13.0
Casa;Barra da Tijuca;5;3;4;800;7500.0;2100.0;0.0
Apartamento;Rio Comprido;2;1;0;88;1200.0;663.0;0.0
Apartamento;Lagoa;2;1;1;108;4800.0;1191.0;3439.0
Apartamento;Leblon;3;2;3;150;10000.0;1700.0;350.0
Apartamento;Leblon;5;2;2;300;19000.0;3368.0;1668.0
Apartamento;São Cristóvão;2;0;0;50;1000.0;320.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;0;70;1050.0;500.0;60.0
Apartamento;Copacabana;4;1;1;260;7000.0;2200.0;4300.0
Quitinete;Centro;1;0;0;27;850.0;143.0;24.0
Casa de Vila;Encantado;1;0;0;30;850.0;0.0;0.0
Apartamento;Ipanema;1;0;0;38;2000.0;495.0;0.0
Casa de Condomínio;Barra da Tijuca;5;2;0;358;10000.0;2333.0;9900.0
Apartamento;Vargem Pequena;3;0;0;53;1000.0;382.0;0.0
Apartamento;Barra da Tijuca;1;1;1;52;2200.0;2300.0;326.0
Apartamento;Copacabana;2;0;0;67;2000.0;537.0;101.0
Apartamento;Recreio dos Bandeirantes;3;1;2;293;4900.0;540.0;718.0
Apartamento;Lagoa;3;1;1;130;5500.0;950.0;280.0
Apartamento;Barra da Tijuca;1;1;1;48;1200.0;650.0;50.0
Apartamento;Copacabana;3;2;1;104;4800.0;1400.0;375.0
Apartamento;Ipanema;2;1;2;86;10000.0;3875.0;600.0
Quitinete;Copacabana;0;0;0;35;1300.0;492.0;54.0
Apartamento;Tijuca;3;1;0;148;2500.0;1100.0;220.0
Apartamento;Copacabana;3;0;1;110;3000.0;1600.0;2938.0
Apartamento;Taquara;2;1;1;50;1000.0;450.0;18.0
Apartamento;Flamengo;4;1;1;300;15000.0;1250.0;650.0
Quitinete;Copacabana;1;0;0;26;900.0;470.0;24.0
Apartamento;Jardim Guanabara;3;0;0;115;1800.0;470.0;0.0
Apartamento;Barra da Tijuca;3;2;3;100;1900.0;1498.0;127.0
Apartamento;Jacarepaguá;4;2;2;178;10000.0;2005.0;2703.0
Apartamento;Centro;1;0;0;33;800.0;380.0;25.0
Casa;Praça Seca;2;1;0;81;1100.0;0.0;15.0
Casa de Condomínio;Barra da Tijuca;4;5;4;500;13000.0;2500.0;2000.0
Apartamento;Barra da Tijuca;2;1;1;79;3100.0;1200.0;160.0
Apartamento;Botafogo;3;1;0;109;2500.0;927.0;174.0
Casa;Barra da Tijuca;4;2;1;213;6760.0;1010.0;1096.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;490.0;90.0
Apartamento;Barra da Tijuca;2;1;2;80;1000.0;1183.0;0.0
Apartamento;Praça Seca;1;1;0;48;450.0;275.0;0.0
Apartamento;Leblon;3;4;1;180;13000.0;3000.0;400.0
Apartamento;Barra da Tijuca;4;3;2;139;4000.0;1700.0;443.0
Apartamento;São Francisco Xavier;2;1;0;66;850.0;401.0;0.0
Apartamento;Barra da Tijuca;3;2;1;120;5000.0;1574.0;336.0
Apartamento;Itanhangá;2;1;0;65;1100.0;550.0;34.0
Apartamento;Copacabana;3;1;0;250;9500.0;1510.0;913.0
Apartamento;Leblon;4;2;1;200;12000.0;4800.0;601.0
Apartamento;Leblon;3;0;1;100;4500.0;1450.0;0.0
Casa de Condomínio;Vargem Grande;2;4;2;150;4000.0;180.0;50.0
Apartamento;Engenho de Dentro;2;1;0;51;1300.0;350.0;13.0
Apartamento;Recreio dos Bandeirantes;4;4;4;700;7000.0;1650.0;1099.0
Apartamento;Copacabana;1;0;0;39;1800.0;600.0;67.0
Apartamento;Tijuca;3;1;1;68;2200.0;972.0;95.0
Apartamento;São Conrado;1;1;1;80;3200.0;1050.0;15.0
Apartamento;Barra da Tijuca;3;1;1;72;2000.0;630.0;0.0
Apartamento;Ipanema;3;1;2;120;6000.0;850.0;305.0
Casa de Condomínio;Recreio dos Bandeirantes;4;4;3;550;8000.0;900.0;600.0
Apartamento;Méier;3;0;0;59;1050.0;230.0;25.0
Quitinete;Ipanema;1;0;0;35;1800.0;534.0;87.0
Apartamento;Pechincha;3;1;1;85;1050.0;982.0;102.0
Apartamento;Barra da Tijuca;3;1;0;100;1800.0;1200.0;260.0
Apartamento;Ipanema;3;1;2;120;7000.0;800.0;305.0
Apartamento;Gávea;2;1;0;61;3420.0;894.0;282.0
Apartamento;Barra da Tijuca;2;1;1;105;2700.0;1591.0;200.0
Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;1229.0;189.0
Apartamento;Ipanema;2;1;1;140;11000.0;1760.0;315.0
Apartamento;Leblon;4;1;0;223;10000.0;2000.0;5076.0
Apartamento;Tijuca;2;1;0;79;1500.0;470.0;0.0
Apartamento;Taquara;2;1;0;55;1000.0;460.0;40.0
Apartamento;São Conrado;4;4;4;470;17999.0;6000.0;4000.0
Apartamento;Freguesia (Jacarepaguá);4;2;1;190;3900.0;1400.0;241.0
Apartamento;Copacabana;2;2;1;157;4000.0;1500.0;339.0
Quitinete;Copacabana;1;0;0;30;1400.0;614.0;0.0
Apartamento;Joá;3;2;1;400;15500.0;2500.0;550.0
Apartamento;Botafogo;1;1;0;80;2400.0;800.0;126.0
Apartamento;Ipanema;2;2;1;130;16500.0;1530.0;525.0
Apartamento;Jacarepaguá;2;1;1;72;2200.0;750.0;77.0
